0125522835               BIO-MEDICAL APPLICATIONS OF ALABAMA INC                     65 NORTH CATHERINE STREET                                                                                               MOBILE              AL36604                       201307254        08           2514410868  PROFIT              20200101
012553554841             PCD ELMORE COUNTY                                           125 HOSPITAL DRIVE                                                                                                      WETUMPKA            AL36092                       199501304        08           3345142037  PROFIT              20200101
012556458918             NNA OF ALABAMA, INC                                         7067 VETERANS PKWY SUITE 120                                                                                            PELL CITY           AL35125                       199506014        08           2053384515  PROFIT              20200101
0125586201               DCI DECATUR                                                 1601 6TH AVENUE SOUTH EAST                                                                                              DECATUR             AL35601                       199505244        08           2563508882  NONPROFIT           20200101
01255930850              FMC UNIVERSITY SOUTH ALABAMA                                700 CLINIC DRIVE                                                                                                        MOBILE              AL36688                       199501144        08           2514606797  PROFIT              20200101
0125615123               FKC ARAB                                                    310 SOUTH BRINDLEE MOUNTAIN PARKWAY                                                                                     ARAB                AL35016                       199512074        08           2566408283  PROFIT              20200101
0125621078               DCI PELL CITY                                               62 COGSWELL DRIVE                                                                                                       PELL CITY           AL35125                       199512134        08           2058844240  NONPROFIT           20200101
012563526611             DCI CULLMAN                                                 1734 EVA ROAD NE                                                                                                        CULLMAN             AL35055                       199601044        08           2567343055  NONPROFIT           20200101
0125658729               SOUTH BALDWIN DIALYSIS CENTER                               150 W PEACHTREE AVE                                                                                                     FOLEY               AL36535                       199604024        08           2519434155  PROFIT              20200101
0125662610               FMC SYLACAUGA                                               314 WEST SPRING STREET                                                                                                  SYLACAUGA           AL35150                       199607164        08           2562499660  PROFIT              20200101
0125685744               FMC PARKWAY                                                 1311 N MEMORIAL PKWY STE 100                                                                                            HUNTSVILLE          AL35801                       199609034        08           2565365563  PROFIT              20200101
0125702788               NORTHPORT DIALYSIS                                          2401 HOSPITAL DRIVE                                                                                                     NORTHPORT           AL35476                       199612034        08           2053398882  PROFIT              20200101
012571574970             DCI GEORGIANA                                               P O BOX 618                                                                                                             GEORGIANA           AL36033                       199612314        08           3343760277  NONPROFIT           20200101
0125725925               FMC CAMELLIA                                                350 PAUL STABLER DRIVE                                                                                                  GREENVILLE          AL36037                       199702124        08           3343830006  PROFIT              20200101
0125735752               DCI BIRMINGHAM                                              8713 PARKWAY EAST                                                                                                       BIRMINGHAM          AL35206                       199712184        08           2058385400  NONPROFIT           20200101
0125744832               FMC CHAMBERS                                                802 HOSPITAL STREET                                                                                                     LAFAYETTE           AL36862                       199706104        08           3348649914  PROFIT              20200101
012575598371             RCG WALKER                                                  3510 3RD STREET NE                                                                                                      JASPER              AL35504                       199801084        08           2052218775  PROFIT              20200101
012576498608             DCI MONTGOMERY                                              544 SOUTH MCDONOUGH STREET                                                                                              MONTGOMERY          AL36104                       199806054        08           3342659190  NONPROFIT           20200101
0125789470               RCG SOUTHSIDE                                               2131 MAGNOLIA AVE SOUTH #100                                                                                            BIRMINGHAM          AL35205                       199806184        08           2053224382  PROFIT              20200101
0125792318               FMC DAUPHIN ISLAND PKWY                                     2381 DAUPHIN ISLAND PARKWAY                                                                                             MOBILE              AL36605                       199807084        08           2514712505  PROFIT              20200101
0125803555               FMC THOMASVILLE                                             30230 HWY 43                                                                                                            THOMASVILLE         AL36784                       199809154        08           3346361411  PROFIT              20200101
012582548432             FMC WILCOX                                                  229 CAMDEN BYPASS                                                                                                       CAMDEN              AL36726                       199811044        08           3346825030  PROFIT              20200101
012583165                BESSEMER DIALYSIS                                           901 WESTLAKE MALL                                                               STE 101                                 BESSEMER            AL35020                       199808014        08           2054241848  PROFIT              20200101
012585562934             ENSLEY DIALYSIS                                             2630 AVENUE E                                                                                                           BIRMINGHAM          AL35218                       199808014        08           2057861371  PROFIT              20200101
0125887335               SYLACAUGA DIALYSIS                                          331 JAMES PAYTON BLVD                                                                                                   SYLACAUGA           AL35150                       199808014        08           2562494994  PROFIT              20200101
0125895946               BIRMINGHAM NORTH DIALYSIS                                   1917 32ND AVENUE NORTH                                                                                                  BIRMINGHAM          AL35207                       199808014        08           2052979052  PROFIT              20200101
012590578372             DCI MOULTON                                                 1962 MAIN STREET                                                                                                        MOULTON             AL35650                       199903164        08           2569741400  NONPROFIT           20200101
0125917778               FMC SHELBY                                                  1022 FIRST STREET NORTH                                                         SUITE 101                               ALABASTER           AL35007                       199904084        08           2056206867  PROFIT              20200101
0125929036               BIRMINGHAM CENTRAL DIALYSIS                                 728 RICHARD ARRINGTON BLVD S                                                                                            BIRMINGHAM          AL35233                       199808014        08           2052506760  PROFIT              20200101
012593587863             FMC ODYSSEY DIALYSIS                                        40 HUGHES ROAD                                                                                                          MADISON             AL35758                       199905054        08           2567724435  PROFIT              20200101
012594444784             BOAZ DIALYSIS                                               16 CENTRAL HENDERSON ROAD                                                                                               BOAZ                AL35957                       199906304        08           2568405931  PROFIT              20200101
012595576284             RCG FORT PAYNE                                              2202 JORDAN ROAD SW                                                             SUITE 100                               FORT PAYNE          AL35968                       199905014        08           2568459979  PROFIT              20200101
0125961811214            FKC MONTGOMERY                                              3625 MCGEHEE PLACE DRIVE NORTH                                                                                          MONTGOMERY          AL36111                       199908114        08           3342863766  PROFIT              20200101
0125978022               FMC BAY MINETTE                                             2505 HAND AVENUE                                                                                                        BAY MINETTE         AL36507                       199910274        08           2515804448  PROFIT              20200101
0125982280               DCI PHENIX CITY                                             1611 21ST COURT                                                                                                         PHENIX CITY         AL36867                       200002094        08           3344484840  PROFIT              20200101
0125991910               FMC PORT CITY                                               201 ST. JOSEPH STREET, SUITE B                                                                                          MOBILE              AL36602                       200102074        08           2516521025  PROFIT              20200101
012600473615             ATMORE DIALYSIS CENTER                                      807 EAST CRAIG STREET                                                                                                   ATMORE              AL36502                       200103144        08           2513685593  PROFIT              20200101
0126017363               FMC WEST                                                    633 LOMB AVENUE                                                                                                         BIRMINGHAM          AL35211                       200103274        08           2057812366  PROFIT              20200101
0126028173               RUSSELLVILLE DIALYSIS                                       14897 HWY 43                                                                                                            RUSSELLVILLE        AL35653                       200106204        08           2563327044  PROFIT              20200101
0126038642               FMC FAIRFIELD (STEEL CITY)                                  6508 E. J. OLIVER BLVD                                                                                                  FAIRFIELD           AL35064                       200110164        08           2057805122  PROFIT              20200101
012604448216             RCG CLANTON                                                 275 HEALTH CENTER DRIVE                                                                                                 CLANTON             AL35045                       200203274        08           2052804331  PROFIT              20200101
0126068563               FMC CHASE                                                   1849 KEATS DRIVE NORTHWEST                                                                                              HUNTSVILLE          AL35810                       200209194        08           2568528900  PROFIT              20200101
0126078584               ROANOKE DIALYSIS CLINIC                                     4459 US HIGHWAY 431                                                                                                     ROANOKE             AL36274                       200301294        08           3348638365  PROFIT              20200101
0126084675               RCG ONEONTA                                                 150 GILBREATH DRIVE, SUITE 1                                                                                            ONEONTA             AL35121                       200303264        08           2056256903  PROFIT              20200101
012609567332             EUFAULA DIALYSIS                                            220 SOUTH ORANGE AVE                                                                                                    EUFAULA             AL36027                       200304094        08           3346880806  PROFIT              20200101
012610479557             FMC MAGNOLIA                                                7940 MOFFETT ROAD                                                                                                       SEMMES              AL36575                       200305144        08           2516496343  PROFIT              20200101
012611537464             FMC DALLAS COUNTY                                           200 SOUTH PARK PL                                                                                                       SELMA               AL36701                       200312194        08           3348728460  PROFIT              20200101
0126122855               FMC GARDENDALE                                              592 FIELDSTOWN ROAD                                                             SUITE 102                               GARDENDALE          AL35071                       200312174        08           2056083653  PROFIT              20200101
0126139885               FMC DISCOVERY                                               1131 EAGLETREE LN, STE100                                                                                               HUNTSVILLE          AL35801                       200403174        08           2564894160  PROFIT              20200101
0126142602               FMC VALLEY CREEK                                            201 LINCOLN LANE                                                                                                        SELMA               AL36701                       200404074        08           3348755436  PROFIT              20200101
0126154253               FMC AUBURN                                                  211 E UNIVERSITY DR                                                                                                     AUBURN              AL36832                       200406234        08           3345018890  PROFIT              20200101
0126169081               LANDMARK DIALYSIS                                           717 STONE AVE                                                                                                           TALLADEGA           AL35160                       200406094        08           2563624449  NONPROFIT           20200101
01261733344              FMC ALEXANDER CITY                                          3368 HWY 280 BYPASS                                                             SUITE G-1                               ALEXANDER CITY      AL35010                       200411104        08           2563290638  PROFIT              20200101
0126187611               RRC NORTHRIDGE                                              4400 WATERMELON ROAD                                                            SUITE A                                 NORTHPORT           AL35473                       200610254        08           2057222968  PROFIT              20200101
0126193306               GBR LLC                                                     1850 MCFARLAND BLVD NORTH                                                                                               TUSCALOOSA          AL35406                       200612194        08           2052482076  PROFIT              20200101
0126207687               HOME DIALYSIS OF NORTH ALABAMA                              1216 SOMERVILLE ROAD, SE                                                                                                DECATUR             AL35601                       200702154        08           2563400012  PROFIT              20200101
0126214799               RAI-SNOW ST-OXFORD                                          711 SNOW STREET                                                                                                         OXFORD              AL36203                       200707114        08           2568355914  PROFIT              20200101
012622182183             DAVITA TALLADEGA                                            726 E BATTLE STREET                                                             SUITE A                                 TALLADEGA           AL35160                       200712194        08           2563622332  PROFIT              20200101
0126238780               DAVITA CENTER POINT DIALYSIS                                2337 1ST ST NE                                                                                                          CENTER POINT        AL35215                       200802204        08           2055201108  PROFIT              20200101
0126245082               FMC MIDFIELD DIALYSIS                                       613 BESSEMER SUPER HIGHWAY                                                                                              BIRMINGHAM          AL35228                       200801294        08           2054810019  PROFIT              20200101
0126252982               RAI JACKSONVILLE                                            331 HENRY RD, S.W.                                                                                                      JACKSONVILLE        AL36265                       200808194        08           2564353161  PROFIT              20200101
01262632557              FMC NORTHWEST ALABAMA KIDNEY CENTER                         638 TAHOE ROAD                                                                                                          WINFIELD            AL35594                       200806254        08           2054872800  PROFIT              20200101
0126276499               HOME DIALYSIS OPTIONS OF BALDWIN COUNTY                     27880 N. MAIN ST, SUITE A                                                                                               DAPHNE              AL36526                       200810214        08           2516261086  PROFIT              20200101
0126286731               OPELIKA DIALYSIS CENTER                                     2340 PEPPERELL PKWY                                                                                                     OPELIKA             AL36801                       200810294        08           3347456883  PROFIT              20200101
012629578585             DAVITA RENAISSANCE                                          1840 DARBY DRIVE                                                                                                        FLORENCE            AL35630                       200810154        08           2567642313  PROFIT              20200101
0126302734               DAVITA WIREGRASS KIDNEY CENTER                              1450 ROSS CLARK CIRCLE                                                          SUITE 200                               DOTHAN              AL36301                       200812234        08           3347928907  PROFIT              20200101
0126315401               GULF SHORES DIALYSIS CENTER                                 3947 GULF SHORES PARKWAY                                                                                                GULF SHORES         AL36542                       200904224        08           2519672205  PROFIT              20200101
0126321811216            MUSCLE SHOALS DIALYSIS                                      712 STATE STREET                                                                                                        MUSCLE SHOALS       AL35661                       200909164        08           2563867028  PROFIT              20200101
0126337275               FMC PRATTVILLE                                              692 COVERED BRIDGE PARKWAY                                                                                              PRATTVILLE          AL36066                       200909154        08           3343587414  PROFIT              20200101
0126346525               FMC FOLEY                                                   230 EAST FERN AVENUE                                                                                                    FOLEY               AL36535                       200909144        08           2519431500  PROFIT              20200101
0126362258               FMC JAGUAR                                                  575 STANTON ROAD                                                                UNIT B                                  MOBILE              AL36617                       201004074        08           2514760502  PROFIT              20200101
0126373822               DCI HIGHLAND PARK                                           1912 CHERRY STREET                                                                                                      MONTGOMERY          AL36107                       201007164        08           3342641060  NONPROFIT           20200101
0126381781               FMC HOOVER                                                  2104 LORNA RIDGE LANE                                                                                                   HOOVER              AL35216                       201008034        08           2059793708  PROFIT              20200101
0126397740               FMC MONTEVALLO                                              3883 HIGHWAY 25                                                                                                         MONTEVALLO          AL35115                       201008304        08           2056654440  PROFIT              20200101
